제목,링크,출처,날짜,설명
RANKED: The world’s top 10 most valuable base and precious metal mines,https://www.mining.com/ranked-the-worlds-top-10-most-valuable-mines/,2022. 10. 28.,날짜 없음,Ranking is topped by a polymetallic mine in Russia's arctic boasting ore with a value of nearly $900 billion at today's prices.
"Aunjanue L. Ellis to Star in ‘The Nickel Boys’ Adaptation; RaMell Ross to Direct for MGM, Plan B",https://www.hollywoodreporter.com/movies/movie-news/aunjanue-ellis-nickel-boys-ramell-ross-1235250261/,2022. 10. 27.,날짜 없음,'King Richard' actress Aunjanue L. Ellis headlines the film take on Colson Whitehead's 2020 novel set in a brutal Florida reform school.
Aunjanue L. Ellis Set For 'The Nickel Boys’ Film From MGM's Orion,https://deadline.com/2022/10/aunjanue-ellis-four-others-set-for-ramell-ross-colson-whitehead-adaptation-the-nickel-boys-for-mgms-orion-plan-b-anonymous-producing-1235156604/,2022. 10. 27.,날짜 없음,Aunjanue L. Ellis and more have signed on to star in the Colson Whitehead adaptation from Orion.
BHP wants Australia to ban new petrol cars by 2035,https://www.afr.com/companies/energy/bhp-wants-2035-ban-on-new-petrol-and-diesel-cars-20221102-p5bv4a,2022. 11. 3.,날짜 없음,Australia's biggest company will urge state governments to adopt an electric vehicle policy that would see the sale of new petrol and diesel cars banned by...
EC Power’s Asymmetric Temperature Modulation Can Promote an EV Revolution,https://www.autoevolution.com/news/ec-powers-asymmetric-temperature-modulation-can-promote-an-ev-revolution-202891.html,2022. 11. 3.,날짜 없음,"The startup developed this method by heating batteries from the inside out, which allows fast charging and eliminates liquid cooling."
C.H. Charles 5&10 a Gem after 75 Years,https://www.newportthisweek.com/articles/c-h-charles-510-a-gem-after-75-years/,2022. 10. 27.,날짜 없음,"The store continues in the tradition of the original Woolworths, with prices that reflect the sensibilities of present day value."
State and federal support key to Australia becoming a critical minerals super power,https://reneweconomy.com.au/state-and-federal-support-key-to-australia-becoming-a-critical-minerals-super-power/,2022. 10. 31.,날짜 없음,Australian public financial capital initiatives will pay a fundamental role in accelerating the development of critical mineral supply chain value-adding...
1988-P Roosevelt Dime : A Collector’s Guide,https://coinweek.com/united-states-1988-p-roosevelt-dime/,2022. 10. 31.,날짜 없음,The Philadelphia Mint struck over one bullion 1988-P Roosevelt Dimes. This was the first billion coin dime mintage since 1967.
Polar Express and other holiday train rides in Indiana for the family to enjoy,https://www.indystar.com/story/news/2022/10/27/polar-express-and-other-holiday-train-rides-in-indiana/69592054007/,2022. 10. 27.,날짜 없음,"Here are the holiday train rides you can take in Indiana. Reindeer Ride Express The Nickel Plate Express is located in Noblesville, 825 Forest Park Drive."
The Best Earrings for Sensitive Skin That Are Stylish & Comfortable,https://www.allure.com/story/best-earrings-for-sensitive-skin,2022. 10. 27.,날짜 없음,"If you have sensitive skin, you need to be especially cognizant of what you put on your skin and even within it. Such is the case with earrings."
Home Depot Or Lowe's: Which Has Better Deals On Ceiling Fans?,https://www.housedigest.com/1080692/home-depot-or-lowes-which-has-better-deals-on-ceiling-fans/,2022. 11. 1.,날짜 없음,"When it comes to choosing a ceiling fan, like anything else, there are many factors to consider. According to Kichler, one of the most important..."
Why Doesn’t the Hybrid Toyota Tundra Have a Lithium-Ion Battery?,https://www.motorbiscuit.com/why-doesnt-the-hybrid-toyota-tundra-have-a-lithium-ion-battery/,2022. 10. 29.,날짜 없음,Toyota installed a nickel metal hydride (NiMH) battery in its hybrid i-FORCE MAX Tundra instead of a Lithium Ion (Li-ion) unit. For a reason.
Nickel Short Squeeze | How Tsingshan caused the nickel crisis,https://capital.com/nickel-short-squeeze-tsingsham-position-lme,2022. 11. 4.,날짜 없음,Nickel prices trading on the London Metal Exchange (LME) has fallen significantly over the past few months as restrictions cooled the turbulent market.
Five things we learned about battery raw materials at LME Week 2022,https://www.fastmarkets.com/insights/five-things-about-battery-raw-materials-lme-week-2022/,2022. 11. 4.,날짜 없음,"Read more about how battery raw materials, such as cobalt and lithium, were among main discussion points at London Metal Exchange (LME) Week."
Canada Nickel Announces Improvements to Accelerated CO2 Capture Process,https://www.stocktitan.net/news/CNIKF/canada-nickel-announces-improvements-to-accelerated-co2-capture-o1zu0i0vjfnn.html,2022. 11. 8.,날짜 없음,"Canada Nickel Company announced significant advancements in its IPT Carbonation Process for carbon capture, tripling efficiency within 24 hours."
Jervois makes FID on Brazilian nickel-cobalt refinery restart,https://www.mining-technology.com/news/jervois-brazilian-nickel-restart/,2022. 11. 10.,날짜 없음,"Jervois Global has made the FID to restart its 100% owned São Miguel Paulista (SMP) nickel-cobalt refinery in São Paulo, Brazil."
"Global copper smelting falls in October, satellite data shows",https://www.mining.com/web/global-copper-smelting-falls-in-october-satellite-data-shows/,2022. 11. 4.,날짜 없음,"In nickel, global smelting activity fell in October, largely due to weakness in nickel pig iron output in China."
Battery gas recombination in the US and Europe­­,https://www.bestmag.co.uk/battery-gas-recombination-in-the-us-and-europe/,2022. 11. 8.,날짜 없음,"Pete DeMar, co-founder of Battery Research and Testing, (BR&T), considers the matter of gas recombination devices and suggests:"
Oregon State University plans to develop a battery that would not rely on rare minerals,https://www.opb.org/article/2022/11/11/oregon-state-university-plans-to-develop-a-battery-that-would-not-rely-on-rare-minerals/,2022. 11. 11.,날짜 없음,Researchers hope alternative technology will reduce the need for mining metals such as lithium and nickel to meet demand for electric vehicle batteries.
"Cobalt, nickel group Jervois Global readies $200m raising",https://www.afr.com/street-talk/cobalt-nickel-group-jervois-global-readies-200m-raising-20221108-p5bwhd,2022. 11. 8.,날짜 없음,Ambitious battery metals play Jervois Global is set to go to shareholders for capital to restart the group's Brazilian refinery.
"Midterm Election Day 2022: Hines, Nickel in one of most-watched congressional races",https://abc11.com/midterm-elections-wiley-nickel-bo-hines-us-house-district-13/12431916/,2022. 11. 8.,날짜 없음,"State Sen. Wiley Nickel has defeated Bo Hines in the newly-drawn 13th Congressional District, delivering Democrats a key win as they try to keep control of the..."
Chinese EV brands to make bigger inroads into Europe: Fitch Solutions,https://www.scmp.com/business/article/3198457/low-prices-resilience-metals-shortage-power-chinese-ev-brands-rapid-growth-europe-fitch-solutions,2022. 11. 4.,날짜 없음,"Chinese electric vehicle makers are likely to account for up to 18 per cent of the market in Europe in the next three years, up from around 3 per cent now,..."
Australia is a world player of commodities and it should be using its market power in resources for good,https://australiainstitute.org.au/post/australia-has-the-power-to-guide-the-worlds-transition-away-from-fossil-fuels/,2022. 11. 4.,날짜 없음,Australians are currently feeling the effects of world energy prices soaring due to international events and seeing nations abuse what seems to be...
Jervois Global stock forecast: JRV shares on back foot but cobalt miner’s future remains bright amid EV demand,https://capital.com/jervois-global-stock-forecast-jrv-share-price,2022. 11. 11.,날짜 없음,"Shares in Jervois Global (JVR), the Australian cobalt and nickel supplier, have endured a turbulent year but will they benefit from strong electric vehicle..."
"I’m a coin collector – your nickel could be worth $20,000, the exact ‘variety’ detail to look for...",https://www.the-sun.com/money/6657230/jefferson-nickel-worth-detail-d/,2022. 11. 11.,날짜 없음,ONE specific element could make your nickel worth thousands.TikToker Treasure Town often shares his knowledge about what makes coins rare.Some pieces.
Base metals broadly rise on weaker dollar,https://today.thefinancialexpress.com.bd/trade-commodities/base-metals-broadly-rise-on-weaker-dollar-1668093564,2022. 11. 11.,날짜 없음,"Base metals prices largely rose on Thursday, as a weaker dollar made greenback-priced metals cheaper to holders of other currencies, while nickel was boost."
Democrat Wiley Nickel Defeats Republican Bo Hines to Flip North Carolina Seat,https://www.wsj.com/livecoverage/election-midterms-2022/card/democrat-wiley-nickel-defeats-republican-bo-hines-to-flip-north-carolina-seat-B7y3PeW4cPGAjaUlua9B,2022. 11. 9.,날짜 없음,"North Carolina Democratic state Sen. Wiley Nickel defeated Republican Bo Hines for an open U.S. House seat, according to the Associated Press, flipping the..."
"Who is Wiley Nickel, the NC Democrat who beat a Trump-backed candidate for Congress?",https://www.newsobserver.com/news/politics-government/election/article268522432.html,2022. 11. 9.,날짜 없음,"A state senator, Wiley Nickel beat Trump-backed Bo Hines to win toss-up election race for Congress. Overview of Nickel's career in politics."
Debunking an Absurd EV Myth: The Hit Job Against the Prius,https://www.energyandcapital.com/debunking-an-absurd-ev-myth-the-hit-job-against-the-prius/,2022. 11. 9.,날짜 없음,"Like any other green tech, electric vehicles (EVs) stand to cost some industries a ton of money. That makes them a great target for media misinformation..."
Guess which ASX mining share Andrew Forrest has been buying up this week (Hint: not Fortescue),https://www.fool.com.au/2022/11/04/guess-which-asx-mining-share-andrew-forrest-has-been-buying-up-this-week-hint-not-fortescue/,2022. 11. 4.,날짜 없음,The Mincor Resources NL (ASX: MCR) share price is up 0.14% to $1.41 today amid the nickel miner holding its annual general meeting.
LME decides against ban on Russian metal,https://www.mining.com/web/lme-decides-against-ban-on-russian-metal%EF%BF%BC/,2022. 11. 11.,날짜 없음,"The metals industry has spent weeks debating what to do about supplies from Russia, which is a major producer of copper, nickel, aluminum and palladium."
New regulations on mineral royalty remittances take effect,https://www.herald.co.zw/new-regulations-on-mineral-royalty-remittances-take-effect/,2022. 11. 8.,날짜 없음,Miners of designated minerals now required to remit half their royalties to the Reserve Bank of Zimbabwe in the form of refined minerals.
The Big Review: Yamaha Revstar RSS02T – is this the best bang-for-buck electric of 2022?,https://guitar.com/reviews/electric-guitar/the-big-review-yamaha-revstar-rss02/,2022. 11. 4.,날짜 없음,"Yamaha takes aim at the mid-range price market, looking to shake things up with an all-rounder that meets the needs of just about everyone."
Arizona's best free attractions: 21 things to see and do that don't cost a cent,https://www.azcentral.com/story/travel/arizona/2022/11/11/best-free-attractions-arizona/8251962001/,2022. 11. 11.,날짜 없음,"Arizona is loaded with plenty of hidden gems that won't dent your wallet. Here are more than 20 free parks, museums, activities and attractions."
Increase Suzuki Swift 2022 Fuel Average in Pakistan,https://dnd.com.pk/suzuki-swift-2022-increase-your-mileage-performence-now/277339/,2022. 11. 5.,날짜 없음,Increase fuel average of your suzuki swift 2022 in Pakistan by using a simple fix. All you have to do is to replace spark plugs.
Nickel Futures Price | Will Nickel Price Go Up or Down?,https://capital.com/nickel-futures-price-analyst-predictions,2022. 11. 14.,날짜 없음,"Nickel spot price chart ... In September, Rating agency Fitch Ratings revised its LME spot nickel price forecast to an average of $24,000/tonne in 2022, down from..."
Stainless Steel MMI: Supplier Inventories High & Nickel Starts Rally,https://agmetalminer.com/2022/11/16/stainless-steel-prices-november-2022-mmi/,2022. 11. 16.,날짜 없음,"MetalMiner's Should-Cost Model indicates that 304 2B base gauge sheets should sell at around $2.11/ lb. However, actual spot pricing has ranged as low as $1.80..."
Indonesia Proposes Creating An OPEC-Style Group For Nickel Producers,https://oilprice.com/Latest-Energy-News/World-News/Indonesia-Proposes-Creating-An-OPEC-Style-Group-For-Nickel-Producers.html,2022. 11. 16.,날짜 없음,"Indonesia has proposed forming a nickel producers group, similar to OPEC, in order to unite nickel commodity policies."
Nickel prices soar as ‘thin’ trading conditions boost volatility,https://www.ft.com/content/eb2ca13b-858e-4b4a-8da1-9098606de449,2022. 11. 15.,날짜 없음,"Nickel, which is used to make stainless steel and the batteries used in electric cars, has suffered an extremely turbulent year. Fears of sanctions on Norilsk..."
LME tightens restraints as nickel turns unruly again,https://www.reuters.com/markets/commodities/lme-tightens-restraints-nickel-turns-unruly-again-2022-11-17/,2022. 11. 18.,날짜 없음,London Metal Exchange (LME) nickel trading has turned wild again this week.
Sulawesi nickel plant coats nearby homes in toxic dust,https://news.mongabay.com/2022/11/sulawesi-nickel-plant-coats-nearby-homes-in-toxic-dust/,2022. 11. 17.,날짜 없음,"The Bantaeng Industrial Estate is a 3,000-hectare ore processing zone in Indonesia's South Sulawesi province. President Joko Widodo has banned exports of..."
Indonesia faces difficult task to create OPEC-like group for nickel,https://www.mining.com/web/indonesia-faces-difficult-task-to-create-opec-like-group-for-nickel/,2022. 11. 18.,날짜 없음,"Indonesia's proposal to create an organisation to control nickel output and prices along the lines of OPEC would be an uphill struggle, industry analysts say."
Are There Enough Materials to Manufacture All the Electric Vehicles Needed?,https://blog.ucsusa.org/jessica-dunn/are-there-enough-materials-to-manufacture-all-the-electric-vehicles-needed/,2022. 11. 15.,날짜 없음,"The short answer is yes. But this is a complicated question, so let's dig in further. The transition to electric vehicles (EVs) is necessary to decrease..."
"FPX Nickel Delivers Updated Mineral Resource Estimate for Baptiste Nickel Project, Reporting Significant Improvement in DTR Nickel Grade and First Inclusion of Total Nickel, DTR Cobalt and DTR Iron Grades",https://www.newswire.ca/news-releases/fpx-nickel-delivers-updated-mineral-resource-estimate-for-baptiste-nickel-project-reporting-significant-improvement-in-dtr-nickel-grade-and-first-inclusion-of-total-nickel-dtr-cobalt-and-dtr-iron-grades-860656518.html,2022. 11. 14.,날짜 없음,"The 2022 mineral resource estimate now includes total nickel, DTR cobalt, and DTR iron that all provide new potential value sources for Baptiste."
Copper and nickel: Pillars of the future?,https://www.australianmining.com.au/copper-and-nickel-pillars-of-the-future/,2022. 11. 17.,날짜 없음,"Copper and nickel, both of which are set to play a fundamental role in the world's efforts to reduce emissions and achieve its climate goals."
Nickel Asia income up 12% in 9 months,https://www.philstar.com/business/2022/11/14/2223562/nickel-asia-income-12-9-months,2022. 11. 14.,날짜 없음,Listed Nickel Asia Corp. (NAC) reported a 12-percent rise in net earnings as of end-September due to higher nickel ore prices and favorable exchange rates.
Vale to supply GM with EV battery-grade nickel,https://www.ctvnews.ca/northern-ontario/article/vale-to-supply-gm-with-ev-battery-grade-nickel/,2022. 11. 18.,날짜 없음,Vale and General Motors have signed a long-term agreement that will see the mining giant supply nickel for electric car batteries.
United Kingdom,https://vale.com/united-kingdom,2022. 11. 19.,날짜 없음,"Vale's Clydach Nickel Refinery is located in Wales, specifically in Clydach, a charming village in the city and county of Swansea."
"Fast nickel better than a slow dime, every time",https://www.thepacker.com/opinion/fast-nickel-better-slow-dime-every-time,2022. 11. 15.,날짜 없음,"The best sales mantra in the produce business? “A fast nickel is better than a slow dime.” Meaning, even if you promote a value-priced, lower-gross profit item..."
A new way to create permanent magnets,https://www.advancedsciencenews.com/a-new-way-to-create-permanent-magnets/,2022. 11. 17.,날짜 없음,"A groundbreaking technique produces tetrataenite, a material used in permanent magnets only found in meteorites."
Most Famous Nickel in The World Sells for $4.2 Million,https://www.antiquetrader.com/antiques-news/1913-liberty-head-nickel,2022. 11. 15.,날짜 없음,A bogus 1913 Liberty Head nickel with a sordid yet fascinating history now has millions of reasons to be even more interesting.
"Insight: EV battery makers race to develop cheaper cell materials, skirting China",https://www.reuters.com/business/autos-transportation/ev-battery-makers-race-develop-cheaper-cell-materials-skirting-china-2022-11-15/,2022. 11. 15.,날짜 없음,"U.S. and European startups are racing to develop new batteries using two abundant, cheap materials — sodium and sulfur — that could reduce China's battery..."
Tesla-backed nickel miner cuts output after waste dam leak,https://www.mining.com/web/tesla-backed-nickel-miner-cuts-output-after-waste-dam-leak/,2022. 11. 14.,날짜 없음,The troubled Goro nickel mine — one of the world's largest deposits — has been forced to reduce production to address a leak from its tailings dam.
Aluminum MMI: Aluminum Prices on the Rise After Sideways Trend,https://agmetalminer.com/2022/11/14/aluminum-mmi-aluminum-prices-on-the-rise-after-sideways-trend/,2022. 11. 14.,날짜 없음,"Aluminum prices are back on the upswing, yet there remain countless global barriers to the return of a healthy commodities market."
Tesla-Backed Mine Faces Trouble In The South Pacific,https://oilprice.com/Latest-Energy-News/World-News/Tesla-Backed-Mine-Faces-Trouble-In-The-South-Pacific.html,2022. 11. 16.,날짜 없음,Nickel prices jumped on news that the embattled Tesla-backed Goro nickel mine is facing another round of production setbacks.
OZ Minerals board intends to recommend BHP's revised proposal,https://www.bhp.com/news/media-centre/releases/2022/11/oz-minerals-board-intends-to-recommend-bhps-revised-proposal,2022. 11. 18.,날짜 없음,The OZL Board has confirmed to BHP that it intends to unanimously recommend the Revised Proposal to OZL shareholders as being in the best interests of OZL...
Charted: The Most Expensive Battery Metals,https://elements.visualcapitalist.com/charted-the-most-expensive-battery-metals/,2022. 11. 16.,날짜 없음,Battery metal prices have surged with increasing EV demand and tight supplies. Here are the most expensive battery metals in 2022.
Blockworks,https://blockworks.co/speaker/michael-hall,2022. 11. 19.,날짜 없음,Michael Hall is the Chief Investment Officer and Founder of Nickel Digital Asset Management Ltd. From 2016 to 2019 Mr Hall worked with a Swiss-based wealth...
Nickel Price: Nickel Market Volatility Leaves Buyers Confused,https://agmetalminer.com/2022/11/25/nickel-price-nickel-market/,2022. 11. 25.,날짜 없음,"The LME announced it would scrutinize nickel trading more tightly after the sharp price drop which occurred this past week, bringing an end to the sudden rally."
Understanding the origin of ethanol oxidation from ultrafine nickel manganese oxide nanosheets derived from spent alkaline batteries,https://www.sciencedirect.com/science/article/abs/pii/S0959652622037192,2022. 11. 20.,날짜 없음,"In this work, we have developed a new process for synthesis of Ni 6 MnO 8 nano-particles via a facile chemical route using manganese chloride derived from the..."
Reopened nickel mine could be Tasmania's ticket into blossoming EV industry,https://www.abc.net.au/news/rural/2022-11-28/avebury-nickel-mine-west-coast-tasmania-zeehan/101702622,2022. 11. 27.,날짜 없음,"The Avebury Nickel Mine, about 10 kilometres from Zeehan on Tasmania's West Coast, reopened and began producing in September after sitting in care and..."
Graphite poised to do a lithium,https://www.mining.com/graphite-poised-to-do-a-lithium/,2022. 11. 23.,날짜 없음,Carmakers “are waking up” to often overlooked anode material accounting for nearly half the mass of battery cells by inking upstream deals.
Chinese nickel firm Lygend to raise US$470 million in Hong Kong IPO: sources,https://www.scmp.com/business/markets/article/3200942/chinese-nickel-firm-lygend-raise-us470-million-hong-kong-ipo-sources,2022. 11. 25.,날짜 없음,Chinese nickel producer and trader Lygend Resources has priced shares at HK$15.80 apiece to raise US$470m in its Hong Kong initial public offering (IPO).
Asset Management: ‘Tiger cub’ Coatue prepares for market reckoning,https://www.ft.com/content/55eb30fb-4758-4e0a-af73-3db7bc78b863,2022. 11. 20.,날짜 없음,"Plus, how FTX 'accidentally' lost $8bn, wild swings in the nickel price, and tequila's salvation."
Sources and emissions of air pollutants in Europe,https://www.eea.europa.eu/publications/air-quality-in-europe-2022/sources-and-emissions-of-air,2022. 11. 24.,날짜 없음,"Information on the environment for those involved in developing, adopting, implementing and evaluating environmental policy, and also the general public."
BHP lights the road back to Wingellina for NiCo Resources,https://smallcaps.com.au/bhp-lights-road-back-wingellina-nico-resources/,2022. 11. 24.,날짜 없음,BHP's (ASX: BHP) takeover bid for OZ Minerals (ASX: OZL) has turned a spotlight on the enormous untapped critical metals potential of central Australia and...
Ground Breakers: Iron ore up 20% in 3 weeks as experts say China’s ‘soft landing’ could ...,https://stockhead.com.au/resources/ground-breakers-iron-ore-up-20-in-3-weeks-as-experts-say-chinas-soft-landing-could-create-deficit-in-2023/,2022. 11. 21.,날짜 없음,Iron ore prices could be supported by a stronger than expected Chinese steel market in 2023 experts say after early shift in Covid settings.
Cobalt Futures Price | Will Cobalt Price Go Up or Down?,https://capital.com/cobalt-futures-price-prediction,2022. 11. 21.,날짜 없음,Looming global recession weighs on cobalt futures price in the second half of 2022 but supply uncertainty could support the market. Read on…
DMCI Mining posts 56% profit drop,https://www.bworldonline.com/corporate/2022/11/24/489091/dmci-mining-posts-56-profit-drop/,2022. 11. 24.,날짜 없음,"DMCI Mining Corp. reported a 56% decline in net income for the third quarter on the back of fewer shipments. In a stock exchange disclosure on Wednesday,..."
Voisey's Bay Employment,https://vale.com/voisey-s-bay,2022. 11. 24.,날짜 없음,"Subject to Board approval, construction would begin around 2016 and be completed in 2019. We estimate that an additional 400 people will be employed at the..."
Australia must keep pace with demand for critical minerals,https://www.theaustralian.com.au/business/critical-minerals-summit-australia-must-keep-pace-with-demand-for-critical-minerals/news-story/8ef2470963be0da59cbedff9e865bd5b,2022. 11. 24.,날짜 없음,"The industry could be worth more than $40bn a year to the economy by 2035, but only if the full benefits are realised. Nick Evans. Mining operations at..."
"Nerves of steel: Indonesia to appeal in nickel ore WTO, EU row",https://www.scmp.com/week-asia/politics/article/3201019/indonesia-appeal-against-wtos-eu-friendly-ruling-nickel-ore-export-ban,2022. 11. 25.,날짜 없음,"Jakarta says that, as the World Trade Organization is due to come out in favour of the European bloc, it will file an appeal; experts say the nation is..."
"Battery metals, mines, and opportunities for Canada",https://www.innovationnewsnetwork.com/battery-metals-mines-and-opportunities-for-canada/27599/,2022. 11. 22.,날짜 없음,"Rich with deposits of all the necessary battery metals, Canada is well positioned to be a leading supplier of the EV revolution."
Council Post: Could Deep-Sea Mining Rescue The Future Of The Renewable Transition?,https://www.forbes.com/councils/forbesfinancecouncil/2022/11/21/could-deep-sea-mining-rescue-the-future-of-the-renewable-transition/,2022. 11. 21.,날짜 없음,"Chief Investment Officer at Norbury Partners, investing in Global Equities, Currencies, Rates, and Commodities. Low angle view of sunlight streaming through..."
"Black Friday 2022: Dyson Airwrap availability from Boots, QVC, John Lewis, Currys and more",https://www.liverpoolecho.co.uk/whats-on/shopping/black-friday-2022-dyson-airwrap-25601775,2022. 11. 25.,날짜 없음,"Arguably the UK's most-wished for and most iconic hair care gadget, the Dyson Airwrap has topped Christmas lists every year since it was launched by the..."
Encore: Shrinkflation | Endless Thread,https://www.wbur.org/endlessthread/2022/11/25/encore-shrinkflation,2022. 11. 25.,날짜 없음,"From the supermarket to the housing market, products are getting smaller but prices are not. Why is this happening? And can it be stopped before the toilet..."
"Where you can buy the Dyson Airwrap this Black Friday - stock levels at Currys, Boots and John Lewis",https://www.manchestereveningnews.co.uk/whats-on/shopping/you-can-buy-dyson-airwrap-25599613,2022. 11. 24.,날짜 없음,The best-selling hair tool is set to be one of the most popular Christmas gifts for a fifth year running.
'The most depressing city on Earth' is in Russia: how is life there,https://www.forumdaily.com/en/samyj-depressivnyj-gorod-na-zemle-naxoditsya-v-rossii-kak-tam-zhivetsya/,2022. 11. 20.,날짜 없음,"Norilsk, the most terrible city, dirty city, permafrost, eternal night, pollution, nickel, read US news on ForumDaily."
Nickel surplus to build,https://think.ing.com/articles/commodities-outlook-nickel-surplus-to-build/,2022. 11. 30.,날짜 없음,"Nickel has had a tumultuous year amid Russia's invasion of Ukraine in February and March's short squeeze, and the subsequent temporary…"
EV battery cathode costs spike as lithium price sets fresh record,https://www.mining.com/ev-battery-cathode-costs-spike-as-lithium-price-sets-fresh-record/,2022. 11. 30.,날짜 없음,Relentless rise of lithium prices and recent bounce in cobalt and nickel put pressure on electric vehicle manufacturers.
LME claims $20bn nickel trade chaos threatened to tip it into ‘death spiral’,https://www.ft.com/content/48f39878-7912-4c30-b5e1-5659b527da2a,2022. 11. 28.,날짜 없음,The London Metal Exchange claims that $20bn of margin calls would have led to the simultaneous bankruptcy of multiple clearing members and created systemic...
The Nickel Market Almost Broke,https://www.bloomberg.com/opinion/articles/2022-11-30/matt-levine-s-money-stuff-nickel-market-almost-broke,2022. 11. 30.,날짜 없음,"A fact about financial markets that occasionally produces strange results is that the total market value of a thing is, conventionally, (1) the amount of..."
The dirty road to clean energy: How China’s electric vehicle boom is ravaging the environment,https://restofworld.org/2022/indonesia-china-ev-nickel/,2022. 11. 28.,날짜 없음,"In neighboring Indonesia, nickel extraction is causing environmental and social devastation."
Dubai entrepreneur to launch crypto community for nickel,https://www.agbi.com/banking-finance/2022/12/dubai-entrepreneur-to-launch-crypto-community-for-nickel/,2022. 12. 1.,날짜 없음,"The aim of the Nikel crypto token is to create a community that can help shape the future of nickel, a metal growing in demand and importance."
Poseidon Nickel to raise $9 million for Black Swan restart,https://www.kalminer.com.au/news/regional/poseidon-nickel-to-raise-9-million-for-black-swan-restart-c-9025943,2022. 12. 2.,날짜 없음,Poseidon Nickel will raise $9 million to progress the restart of its Black Swan project following last week's release of a bankable feasibility study that...
Bank share price fall a nickel on NYSE,https://www.royalgazette.com/bermuda-stock-exchange/business/article/20221128/bank-share-price-fall-a-nickel-on-nyse/,2022. 11. 28.,날짜 없음,"The RG/BSX Index was unchanged at 2350.80, after no Monday trading on the Bermuda Stock Exchange. The Bank of N.T. Butterfield & Son Limited finished down..."
Indonesia wants to make an OPEC for this coveted metal,https://www.cnn.com/2022/12/05/business/indonesia-nickel-opec/index.html,2022. 12. 5.,날짜 없음,"Indonesia produces more nickel than any other country. As demand soars for batteries to power the energy transition, that presents a huge opportunity,..."
Could supply-chain issues derail the energy transition?,https://www.mckinsey.com/industries/oil-and-gas/our-insights/could-supply-chain-issues-derail-the-energy-transition,2022. 12. 5.,날짜 없음,"Electric-vehicle penetration is the biggest driver of oil demand declines in the energy transition. However, emerging supply bottlenecks for key battery..."
Western Mines appoints exploration manager ahead of drilling at Mulga Tank nickel-copper-PGE project,https://smallcaps.com.au/western-mines-appoints-exploration-manager-drilling-mulga-tank-nickel-copper-pge-project/,2022. 11. 29.,날짜 없음,Perth-based junior Western Mines Group (ASX: WMG) has appointed nickel exploration geologist Travis Kerslake to the role of exploration manager.
"LME had regulatory obligation to be able to cancel nickel trades in March, filings say",https://www.cnbc.com/2022/11/29/lme-had-regulatory-obligation-to-be-able-to-cancel-nickel-trades-in-march-filings-say.html,2022. 11. 29.,날짜 없음,"Nickel prices on the world's oldest and largest exchange more than doubled in a matter of hours to top a record $100,000 a tonne on March 8."
Indonesia to appeal WTO ruling against nickel ore export ban,https://en.antaranews.com/news/263021/indonesia-to-appeal-wto-ruling-against-nickel-ore-export-ban,2022. 11. 30.,날짜 없음,President Joko Widodo (Jokowi) vowed that Indonesia will appeal the World Trade Organization (WTO) ruling on a trade dispute with the European Union (EU)...
Will OPEC’s Oil Production Cut Affect the Decline in Gas Prices?,https://newsroom.aaa.com/2022/12/will-opecs-oil-production-cut-affect-the-decline-in-gas-prices/,2022. 12. 5.,날짜 없음,"The recent steep plunge in domestic gas prices may be affected by the results of Sunday's meeting of OPEC+, a group of 23 oil-producing nations."
Fire knocks out IGO nickel mine,https://www.afr.com/companies/mining/fire-knocks-out-igo-nickel-mine-20221204-p5c3gl,2022. 12. 4.,날짜 없음,The battery minerals producer's Nova nickel mine will be out of action for several weeks after a fire at a power plant attached to the operations.
Steel prices should stabilise; availability concerns fade,https://businessdesk.co.nz/article/markets/steel-prices-should-stabilise-availability-concerns-fade,2022. 11. 30.,날짜 없음,"Steel & Tube's latest procurement update details many cross-currents affecting steel pricing, from soaring inflation, surging interest rates and the ongoing..."
Mining digs into the circular economy,https://research.curtin.edu.au/news/mining-digs-into-the-circular-economy/?type=news,2022. 11. 29.,날짜 없음,"Supporting a circular model involves minimising the impact of mining operations on the land, converting mining waste into useful by-products, and undertaking..."
Weekend read: the scramble for lithium,https://www.pv-magazine-australia.com/2022/12/03/weekend-read-the-scramble-for-lithium/,2022. 12. 3.,날짜 없음,"Electric vehicle and stationary energy storage companies have experienced battery cell shortages this year. InfoLink predicts overcapacity in 2024,..."
This is where the sold out Dyson Airwrap Multi-styler is in stock... till it sells out again,https://www.goodhousekeeping.com/uk/beauty/hair/a38909637/dyson-airwrap-in-stock/,2022. 12. 1.,날짜 없음,"Following on from the viral Dyson Super Sonic hairdryer, the Airwrap Complete Styler — launched in 2019 — had an even more eye-watering price tag."
Chinese nickel producer Lygend Resources debuts in Hong Kong,https://www.mining.com/web/lygend-resources-debuts-in-hong-kong/,2022. 12. 1.,날짜 없음,The Chinese nickel producer is the first among eight newcomers to list in the Asian financial hub this month.
The miners digging to crack China’s rare-earth stranglehold,https://www.forbes.com.au/covers/innovation/the-rare-earths-miners-digging-into-chinas-stranglehold/,2022. 11. 28.,날짜 없음,How Australia is key to undermining China's monopoly on rare earths - crucial minerals for an energy transition.
How Luhut Convinced Elon Musk for Tesla to Invest in Electric Car Factory in Indonesia,https://en.tempo.co/read/1663655/how-luhut-convinced-elon-musk-for-tesla-to-invest-in-electric-car-factory-in-indonesia,2022. 12. 2.,날짜 없음,Minister Luhut says that he talked with Tesla CEO Elon Musk about several advantages of investing in Indonesia.
